oid_shvil,width,shem_mikta,direction,bitzua,ms_orech,miflas,date_created,date_import,Shape_Length,geometry
395,1.5,אבן גבירול  גדה מערבית,,2000.0,88.69,,,10/08/2025 00:26:47,88.69468358007157,"[[179651.04379999998, 666566.3803], [179637.00569999998, 666548.7122], [179635.0367, 666545.2934], [179633.72230000002, 666533.7479], [179631.8297, 666520.6795], [179625.0465, 666483.942]]"
396,,פרופס מארצי יצחק עד לוי אשכול,,2023.0,506.61,,,10/08/2025 00:26:47,506.612069912076,"[[180464.48599999998, 670032.649], [180457.7767, 670037.0406], [180428.7671, 670046.3027], [180407.7963, 670050.6716], [180363.23349999997, 670060.458], [180298.55560000002, 670073.3819], [180275.077, 670078.2961], [180261.2706, 670080.8701], [180254.17239999998, 670083.0542], [180243.72009999998, 670087.0323], [180235.99790000002, 670088.9044]]"
397,2.5,2425,,2023.0,411.38,כביש,,10/08/2025 00:26:47,411.3808282144697,"[[181017.2232, 672171.2798], [181019.06790000002, 672166.7392]]"
398,,2425 מערב,,2023.0,429.2,,,10/08/2025 00:26:47,429.195743104323,"[[180967.16590000002, 672145.2758], [180969.6298, 672154.8439], [180972.09100000001, 672162.7196], [180972.0355, 672170.6592], [180980.9915, 672190.471]]"
399,2.5, איינשטיין (קטעים מלבנון עד נמיר),,2023.0,490.85,כביש,1692057600000.0,10/08/2025 00:26:47,490.84671848581416,"[[180862.77169999998, 668886.1986], [180826.6913, 668882.315], [180802.76289999997, 668880.3105]]"
400,2.5,טיילת הפארק החופי,,2023.0,2098.43,כביש,1696032000000.0,10/08/2025 00:26:47,2098.4269103977813,"[[179796.17820000002, 670072.7874], [179795.11469999998, 670080.4745], [179796.78149999998, 670085.7133], [179800.90899999999, 670090.3964], [179804.9572, 670093.2539], [179808.0528, 670094.8414], [179815.6728, 670096.1114], [179824.48349999997, 670098.2545], [179829.881, 670101.1914], [179836.3897, 670105.3983], [179840.43790000002, 670109.9227], [179849.72480000003, 670126.274], [179857.66230000003, 670139.6884], [179862.9804, 670145.959], [179866.71110000001, 670149.4515], [179876.7917, 670158.1034], [179894.4924, 670173.8991], [179908.9386, 670194.0604], [179923.86119999998, 670216.3648], [179926.32179999998, 670220.3335], [179927.67119999998, 670227.1598], [179928.38559999998, 670231.1418], [179928.84860000003, 670245.8262], [179929.5762, 670253.896], [179931.36210000003, 670261.5689], [179933.67719999998, 670266.1991], [179936.85220000002, 670270.9617], [179940.821, 670275.3273], [179949.22149999999, 670280.7513], [179965.0304, 670290.3424], [179969.9252, 670293.782], [179975.6799, 670299.0075], [179981.0377, 670304.4977], [179986.0648, 670311.3768], [179990.9596, 670320.7696], [179996.5159, 670334.2633], [179997.24349999998, 670339.092], [179998.7649, 670357.3351], [179999.95549999998, 670389.7995], [180003.84490000003, 670408.6908], [180007.25799999997, 670421.4702], [180015.7511, 670440.5202], [180026.7843, 670459.5703], [180042.7387, 670485.2084], [180052.50180000003, 670505.0522], [180059.4339, 670523.8906], [180069.59399999998, 670550.984], [180075.5206, 670559.6623], [180078.90730000002, 670564.1073], [180097.21649999998, 670582.9457], [180130.3689, 670615.1191], [180143.0689, 670628.1366], [180145.5295, 670633.296], [180145.9793, 670641.9479], [180138.3064, 670648.2979], [180110.78970000002, 670673.1688], [180098.8834, 670691.4251], [180077.4521, 670751.2211], [180077.4521, 670761.8044], [180084.06670000002, 670773.9753], [180106.0272, 670798.0524], [180129.8397, 670813.9274], [180144.65639999998, 670824.7754], [180149.4189, 670843.8254], [180155.37199999997, 670869.3577], [180163.04499999998, 670885.3651], [180170.321, 670902.0339], [180170.98249999998, 670906.9287], [180170.98249999998, 670911.4266], [180169.7919, 670919.4964], [180169.7919, 670927.1693], [180170.0565, 670930.4766], [180170.98249999998, 670936.2975], [180174.02519999997, 670973.2069], [180175.8773, 671007.6028], [180177.5971, 671027.182], [180179.18459999998, 671036.0456], [180181.56579999998, 671045.306], [180184.21169999999, 671051.5237], [180194.0013, 671070.8384], [180205.1138, 671091.7405], [180213.84509999998, 671110.7905], [180218.7399, 671124.4166], [180224.56069999997, 671146.1125], [180234.4826, 671183.948], [180235.14409999998, 671191.3563], [180235.80550000002, 671199.823], [180235.01179999998, 671206.0407], [180233.4243, 671213.4491], [180227.60340000002, 671240.0397], [180226.1482, 671252.4752], [180226.5451, 671263.4554], [180228.7941, 671273.5096], [180229.98469999997, 671279.0659], [180240.43579999998, 671301.6878], [180258.69199999998, 671344.6827], [180270.8629, 671380.6661], [180274.69939999998, 671393.2338], [180278.13900000002, 671406.463], [180279.5942, 671419.0307], [180280.38789999997, 671434.7735], [180279.7265, 671448.5318], [180276.1546, 671466.7881], [180271.5244, 671482.2663], [180269.80459999997, 671492.0559], [180269.27539999998, 671497.3475], [180271.2598, 671505.8142], [180276.1546, 671515.4715], [180281.4463, 671520.3663], [180287.7963, 671524.8643], [180296.79210000002, 671531.3466], [180305.1265, 671538.358], [180310.8151, 671546.8247], [180313.8578, 671553.7039], [180315.04840000003, 671559.2602], [180316.1067, 671564.4196], [180316.5036, 671571.431], [180316.53009999997, 671575.7967], [180315.57760000002, 671580.8767], [180313.51380000002, 671588.3379], [180305.2588, 671599.6092], [180294.305, 671610.2455], [180287.16129999998, 671619.6117], [180283.8275, 671627.2318], [180283.03379999998, 671638.3443], [180284.6213, 671645.3293], [180287.32, 671654.3781], [180287.69040000002, 671658.6114], [180287.69040000002, 671670.7823], [180287.69040000002, 671679.249], [180295.31339999998, 671718.0022], [180302.1926, 671736.9199], [180312.24680000002, 671762.9815], [180313.3051, 671766.2888], [180315.5541, 671783.619], [180318.0676, 671787.5878], [180326.1374, 671801.4784], [180331.4291, 671812.5909], [180333.54580000002, 671820.6607], [180334.0749, 671836.4035], [180338.37680000003, 671848.7228], [180340.1604, 671860.6129], [180350.0822, 671887.0713], [180360.26870000002, 671915.3818]]"
401,,,,,7.15,,,10/08/2025 00:26:47,7.1486985948398285,"[[179865.5023, 668795.2576], [179858.35849999997, 668794.993]]"
402,,,,,235.2,,,10/08/2025 00:26:47,235.19823122004632,"[[179751.41749999998, 666975.3587], [179638.3257, 666977.3395], [179638.05099999998, 666986.587], [179642.972, 666989.867], [179651.99300000002, 667005.722], [179669.488, 667006.816], [179683.41369999998, 667013.288], [179698.0393, 667017.354], [179716.1126, 667023.0368], [179733.9853, 667025.677], [179736.62560000003, 667028.13]]"
403,,,,,110.09,,,10/08/2025 00:26:47,110.09358340994613,"[[181106.918, 667556.243], [181113.01899999997, 667533.713], [181118.652, 667526.203], [181128.50799999997, 667519.632], [181193.28100000002, 667509.775]]"
404,,,,,135.66,,,10/08/2025 00:26:47,135.65601476631858,"[[182166.0824, 666936.1245], [182168.20529999997, 667036.9617], [182171.3896, 667038.7307], [182202.52529999998, 667039.7922]]"
405,2.5,ראול ולנברג מדבורה הנביאה מזרחה,דו סטרי,2023.0,291.73,כביש,1696032000000.0,10/08/2025 00:26:47,291.73037453795206,"[[185144.0761, 669103.1322], [185217.09649999999, 669181.4173], [185219.0015, 669188.8257], [185227.4682, 669198.774], [185232.33649999998, 669198.5624], [185236.5698, 669201.314], [185246.09490000003, 669211.2624], [185308.11330000003, 669267.7775], [185318.485, 669277.5142], [185348.96509999997, 669306.3009], [185349.1767, 669306.3009]]"
406,2.5,גשר איינשטיין,דו סטרי,2023.0,212.81,כביש,1698624000000.0,10/08/2025 00:26:47,212.80603751752687,"[[179980.92940000002, 668954.961], [179967.0908, 668950.03], [179964.22759999998, 668948.9165], [179962.4779, 668943.6674], [179960.0919, 668937.941], [179959.61469999998, 668934.6007], [179960.40999999997, 668931.2603], [179961.36440000002, 668928.079], [179965.02289999998, 668921.0802], [179969.15860000002, 668914.8766], [179976.4756, 668903.9011], [179990.15519999998, 668888.1537], [180010.3564, 668862.7033], [180026.10379999998, 668839.798], [180033.898, 668829.2997], [180035.4887, 668824.3687], [180038.3518, 668818.9605], [180061.0981, 668787.1475]]"
407,2.5,אינשטיין מלישנסקי עד הגשר ,חד סטרי,,319.46,כביש,,10/08/2025 00:26:47,319.45523942625204,"[[180183.58169999998, 668822.0132], [180106.15879999998, 668815.2808], [180069.30709999998, 668811.9306], [180014.49209999997, 668806.7125], [179937.5698, 668798.4473], [179892.6298, 668794.0525], [179865.5023, 668795.2576]]"
408,2.5,נמיר מפרופס עד איינשטיין ,דו סטרי,2023.0,1082.83,כביש,1701302400000.0,10/08/2025 00:26:47,1082.830740440859,"[[180736.44429999997, 669976.3857], [180732.5537, 669958.6618], [180733.8765, 669951.7575], [180732.1779, 669935.466], [180731.12329999998, 669919.0436], [180734.29830000002, 669901.5811], [180720.0108, 669825.381], [180707.83990000002, 669818.5018], [180703.6066, 669808.4476], [180707.83990000002, 669796.2767], [180712.0733, 669783.0475], [180698.3149, 669701.5557], [180670.79820000002, 669542.2762], [180642.2231, 669366.5925], [180634.2856, 669357.0675], [180631.6398, 669347.0133], [180636.9314, 669324.2591], [180623.7022, 669254.409], [180617.3334, 669215.4953], [180612.6815, 669208.8626], [180614.1151, 669195.8318], [180584.0147, 669011.9179], [180568.1396, 668921.9594]]"
409,,שי עגנון מנמיר עד לוי אשכול,דוד סטרי,2013.0,304.37,,,10/08/2025 00:26:47,304.3650089805262,"[[180558.55829999998, 667868.9658], [180554.35869999998, 667864.9105], [180549.4904, 667862.3705], [180542.717, 667858.878], [180538.0603, 667857.5021], [180528.08760000003, 667855.7697], [180505.6497, 667852.6036], [180435.401, 667842.6912], [180403.6118, 667838.2057], [180357.48940000002, 667831.6976], [180291.8065, 667822.4295], [180270.40749999997, 667819.41], [180264.196, 667820.117], [180260.2473, 667819.9312]]"
410,,,,,74.3,,,10/08/2025 00:26:47,74.29713007779408,"[[180555.45899999997, 667863.902], [180560.17959999997, 667859.0896], [180568.64620000002, 667853.0571], [180571.71980000002, 667831.2502], [180576.4779, 667796.4362]]"
411,,,,,28.71,,,10/08/2025 00:26:47,28.70910820045869,"[[180579.9704, 667815.9096], [180608.5455, 667814.6396], [180608.65130000003, 667814.6396]]"
412,,,,,5.46,,,10/08/2025 00:26:47,5.463549469909917,"[[180618.07049999997, 667822.5771], [180614.26049999997, 667818.6612]]"
413,,,,,19.64,,,10/08/2025 00:26:47,19.64269913177452,"[[180611.82630000002, 667808.2895], [180612.3555, 667801.5162], [180612.8847, 667798.5529], [180614.89549999998, 667788.922]]"
414,,,,,29.65,,,10/08/2025 00:26:47,29.65227435039047,"[[180614.26049999997, 667778.2328], [180601.66629999998, 667776.222], [180599.1263, 667775.9045], [180584.9446, 667778.0212]]"
415,,,,,7.41,,,10/08/2025 00:26:47,7.409088295409785,"[[180578.38290000003, 667778.3387], [180573.09129999997, 667773.1528]]"
416,2.5,אבן גבירול החדש/2040 מפרופס עד יוניצ'מן גדה מזרחית,חד סטרי,2023.0,2210.57,כביש,1701388800000.0,10/08/2025 00:26:47,2210.570040635649,"[[180251.9814, 670123.3149], [180256.4264, 670125.8549], [180258.5431, 670127.9716], [180255.5797, 670133.4749], [180254.733, 670140.4599], [180261.29470000003, 670162.8967], [180271.24310000002, 670192.1067], [180300.66480000003, 670290.3202], [180333.26150000002, 670388.5338], [180368.3983, 670492.4623], [180399.93670000002, 670587.0775], [180441.6351, 670713.2311], [180481.0052, 670829.2247], [180520.16360000003, 670948.1816], [180539.637, 671005.755], [180542.81199999998, 671011.47], [180545.352, 671012.74], [180552.76030000002, 671034.5417], [180550.82880000002, 671039.0682], [180556.57030000002, 671055.9201], [180561.65029999998, 671062.4818], [180565.2487, 671073.0651], [180567.78869999998, 671082.8018], [180569.48200000002, 671090.6335], [180600.8087, 671163.6587], [180610.5454, 671183.9787], [180617.10710000002, 671197.7371], [180646.1055, 671253.4055], [180666.6372, 671290.8706], [180706.854, 671367.0707], [180768.6607, 671478.831], [180816.4975, 671573.8695], [180830.0442, 671601.1745], [180880.42099999997, 671700.2347], [180913.441, 671774.1065], [180917.0394, 671775.7999], [180921.696, 671775.5882], [180930.37439999997, 671800.1416], [180926.56439999997, 671802.0466], [180926.1411, 671807.1266], [180927.6227, 671815.3816], [180934.3961, 671836.5483], [180940.95779999997, 671858.985], [180949.6361, 671893.2751], [180968.26280000003, 671997.8387], [180987.10119999998, 672099.4389], [180993.87449999998, 672124.8389], [181001.70620000002, 672149.3923], [181005.5162, 672155.954], [181011.8662, 672161.034], [181019.06790000002, 672166.7392]]"
417,,,,,17.05,,,10/08/2025 00:26:47,17.049865140161298,"[[180215.3873, 670163.122], [180210.94439999998, 670166.6978], [180204.17109999998, 670171.9895], [180202.075, 670173.7718]]"
418,,שניצר,,,271.48,,,10/08/2025 00:26:47,271.48420654307756,"[[180675.73599999998, 670672.283], [180670.09139999998, 670639.7867], [180664.087, 670605.2191], [180656.23959999997, 670560.0416], [180647.6888, 670510.814], [180650.73440000002, 670506.0517], [180654.87170000002, 670498.8171], [180650.869, 670489.0973], [180648.4043, 670485.4344], [180642.48330000002, 670479.7145], [180639.98249999998, 670469.6737], [180635.7032, 670444.5592], [180632.07059999998, 670423.2396], [180631.6812, 670417.5106], [180629.30180000002, 670412.4833], [180628.74550000002, 670411.3077], [180628.78100000002, 670410.9137]]"
419,,,,,55.73,,,10/08/2025 00:26:47,55.7272267029802,"[[180631.10499999998, 670413.09], [180590.16749999998, 670419.5985], [180576.06900000002, 670421.84]]"
420,,קדושי השואה,,,554.13,,,10/08/2025 00:26:47,554.1346892296547,"[[180575.10700000002, 670618.178], [180567.98619999998, 670576.1215], [180559.95880000002, 670528.7111], [180558.99200000003, 670523.001], [180555.97100000002, 670518.469], [180553.445, 670512.1526], [180554.96399999998, 670500.34], [180549.3238, 670466.3007], [180542.032, 670422.2939], [180532.6249, 670365.5204], [180524.55810000002, 670316.8365], [180518.2061, 670281.494], [180515.07650000002, 670277.2301], [180513.0921, 670271.9385], [180513.92109999998, 670264.6782], [180514.03220000002, 670257.9223], [180513.5015, 670248.6212], [180509.311, 670224.96], [180505.2869, 670216.3759], [180505.62900000002, 670213.346], [180506.0292, 670206.3974], [180498.4401, 670160.6105], [180490.47019999998, 670120.9934], [180488.5969, 670103.433], [180477.315, 670083.2313], [180478.647, 670077.311]]"
421,,,,,9.41,,,10/08/2025 00:26:47,9.41232662259731,"[[180511.73570000002, 671014.4024], [180520.365, 671010.6438]]"
422,,,,,7.8,,,10/08/2025 00:26:47,7.802744107657597,"[[180531.97139999998, 671007.2115], [180539.637, 671005.755]]"
423,,,,,6.92,,,10/08/2025 00:26:47,6.9183421344977605,"[[180524.49099999998, 671048.814], [180531.00400000002, 671046.4807]]"
424,,,,,7.65,,,10/08/2025 00:26:47,7.65289892396511,"[[180543.6713, 671041.7769], [180550.82880000002, 671039.0682]]"
425,2.5,אבן גבירול החדש/2040 מפרופס עד יוניצמן גדה מערבית,חד סטרי,2023.0,2168.04,כביש,1701388800000.0,10/08/2025 00:26:47,2168.0365893287917,"[[180967.16590000002, 672145.2758], [180957.4292, 672109.0807], [180954.25420000002, 672088.7607], [180946.4225, 672048.1206], [180929.4891, 671954.7754], [180925.0441, 671930.4337], [180914.24910000002, 671878.7869], [180903.66580000002, 671837.9352], [180876.78399999999, 671761.3117], [180872.974, 671757.29], [180863.5501, 671738.1428], [180863.0282, 671733.0512], [180858.5807, 671723.2116], [180833.81559999997, 671674.1049], [180801.04090000002, 671607.5573], [180763.80670000002, 671534.14], [180722.37290000002, 671454.9236], [180717.38309999998, 671447.0736], [180684.1141, 671386.026], [180647.919, 671318.7158], [180612.83519999997, 671254.4219], [180575.84639999998, 671180.1268], [180540.9213, 671097.2591], [180490.59740000003, 670952.9551], [180456.78360000002, 670851.3549], [180431.0661, 670772.2972], [180386.29849999998, 670639.582], [180358.99339999998, 670559.4131], [180330.41840000002, 670475.4341], [180304.7008, 670394.9477], [180273.9033, 670305.5713], [180244.8519, 670220.3224], [180215.32439999998, 670138.7247], [180210.3049, 670124.2252]]"
426,2.5,2434,,2023.0,49.92,,,10/08/2025 00:26:47,49.91530299225719,"[[180607.9265, 671145.9695], [180610.7706, 671144.5571], [180622.33380000002, 671139.4628], [180649.2792, 671127.5918], [180653.9144, 671127.1144]]"
427,2.5,רחוב 2434 סביב תיכונט,,2014.0,169.04,,,10/08/2025 00:26:47,169.03747152573257,"[[180607.46620000002, 671176.229], [180663.4523, 671151.1752], [180676.0284, 671151.0452], [180690.88, 671145.8097]]"
428,1.5,הגדוד העברי מללוינסקי עד צ'לנוב,,2016.0,172.22,,,10/08/2025 00:26:47,172.21656563152698,"[[179364.65500000003, 662708.431], [179340.549, 662781.241], [179332.9728, 662799.587], [179309.95400000003, 662839.6715], [179303.745, 662850.6824], [179293.16389999999, 662863.7398]]"
429,2.5,נמיר מרוקח עד חיים לבנון,דו סטרי,2023.0,268.59,כביש,1698796800000.0,10/08/2025 00:26:47,268.5915504835449,"[[180677.494, 667509.195], [180672.479, 667514.45], [180656.8589, 667582.3836], [180636.85210000002, 667687.495], [180626.499, 667762.591], [180630.53399999999, 667770.43]]"
430,,,,,24.93,,,10/08/2025 00:26:47,24.92737383298973,"[[178735.4008, 666092.0766], [178711.41970000003, 666098.8796]]"
431,2.5,גשר רדינג ווקוף,דו סטרי,2022.0,155.53,כביש,,10/08/2025 00:26:47,155.5348138325989,"[[179045.7477, 667676.0903], [179042.2552, 667680.2178], [179043.84269999998, 667682.7578], [179048.9227, 667687.5203], [179115.1216, 667735.7804], [179161.59259999997, 667770.8962]]"
432,,,,,237.22,,,10/08/2025 00:26:47,237.22091690533017,"[[178788.87550000002, 666670.3254], [178870.89649999997, 666660.8004], [178900.99599999998, 666656.883], [178981.3603, 666648.2326], [179024.48739999998, 666642.8087]]"
433,3.5,יריד המזרח מרוטלוי דוד עד ככר הנמל,,2012.0,276.68,,,10/08/2025 00:26:47,276.67645867234955,"[[179133.83399999997, 667400.698], [179060.641, 667478.328], [179054.24440000003, 667485.2276], [179060.27980000002, 667492.0534], [179063.80359999998, 667498.7653], [179065.4815, 667504.4704], [179065.6493, 667515.3772], [179063.468, 667523.2636], [179060.6154, 667528.1297], [179056.7561, 667532.9958], [179046.85609999998, 667539.8755], [179038.46629999997, 667542.0568], [179029.57309999998, 667541.5534], [179021.8544, 667539.3721], [179016.3171, 667536.5195], [179010.81569999998, 667532.0712], [178980.979, 667564.254], [178974.0897, 667574.2629]]"
434,2.5,פרופס מנמיר עד לוי אשכול,דו סטרי,2024.0,230.24,כביש,1709251200000.0,10/08/2025 00:26:47,230.2446873027322,"[[180736.44429999997, 669976.3857], [180732.4096, 669978.6912], [180677.79700000002, 669992.3804], [180573.6153, 670015.4358], [180520.4437, 670023.6493], [180511.65379999997, 670023.7934]]"
435,3.0,תל גיבורים,דו סטרי,2024.0,364.89,כביש,1709251200000.0,10/08/2025 00:26:47,364.89359700242886,"[[178333.09360000002, 660392.5717], [178334.6811, 660387.28], [178335.47480000003, 660381.9883], [178336.00400000002, 660375.3737], [178336.5331, 660361.6154], [178337.14169999998, 660355.7681], [178337.53860000003, 660351.4024], [178340.71360000002, 660330.368], [178341.8248, 660320.746], [178338.6498, 660309.1043], [178336.7448, 660305.2943], [178343.3065, 660302.3309], [178344.36479999998, 660300.0026], [178347.3282, 660281.7992], [178346.90480000002, 660280.5292], [178349.23320000002, 660276.9309], [178349.23320000002, 660270.1575]]"
436,2.5,הלוחמים מתל גיבורים,דו סטרי,2024.0,120.4,כביש,1709251200000.0,10/08/2025 00:26:47,120.39937939870698,"[[178349.23320000002, 660270.1575], [178346.90480000002, 660269.3109], [178332.9348, 660272.9092], [178325.73810000002, 660273.7559], [178314.7314, 660273.7559], [178270.49300000002, 660290.0542], [178251.6546, 660302.9659], [178237.68459999998, 660309.1043]]"
437,1.1,הגדוד העברי מצ'לנוב עד הר ציון,חד סטרי,,172.76,כביש,,10/08/2025 00:26:47,172.76425415148748,"[[179003.97009999998, 663037.0852], [179040.4814, 663018.0447], [179070.6459, 663002.28], [179086.2058, 662994.3635], [179116.848, 662979.759], [179148.24089999998, 662964.2673], [179158.13650000002, 662959.1489]]"
438,2.6,יובל נאמן מלוי אשכול עד אייזיק שטרן ,דו סטרי,2024.0,258.48,כביש,1711929600000.0,10/08/2025 00:26:47,258.47928915508163,"[[180238.4534, 668650.0774], [180232.95419999998, 668647.7774], [180225.46380000003, 668644.5269], [180220.8, 668642.8309], [180216.1361, 668642.6896], [180186.31579999998, 668647.6361], [180183.7719, 668649.0494], [180177.2708, 668655.5505], [180172.4656, 668659.3664], [180162.8553, 668666.0088], [180148.59019999998, 668656.8919], [180146.0257, 668656.5212]]"
439,2.6,יהודה עמיחי מיובל נאמן עד אייזיק שטרן,דו סטרי,2024.0,304.4,כביש,1711929600000.0,10/08/2025 00:26:47,304.4011935370132,"[[180142.05359999998, 668637.4052], [180138.9585, 668630.3709], [180041.42680000002, 668558.4229], [180037.0611, 668557.6291], [180033.48930000002, 668558.4229], [180028.7268, 668560.0104], [180026.3455, 668560.0104], [180024.36109999998, 668558.4229], [180012.63919999998, 668550.4799], [180010.5169, 668541.2186], [180002.99209999997, 668532.3433], [179995.8532, 668525.9762], [179944.8968, 668489.0206], [179925.6714, 668478.3692], [179920.9255, 668477.4318], [179916.71860000002, 668477.908], [179911.6386, 668479.6543], [179906.95549999998, 668483.5437], [179903.22489999997, 668489.6556]]"
440,2.5,חנה רובינא גדה מערבית,דו סטרי,2024.0,250.12,כביש,1724976000000.0,10/08/2025 00:26:47,250.11772092413563,"[[182988.27889999998, 669938.712], [182995.03980000003, 669942.5932], [183001.68540000002, 669944.2282], [183005.9717, 669942.7995], [183011.28980000003, 669940.2595], [183016.21110000001, 669937.6401], [183022.0848, 669933.9888], [183026.2123, 669931.3695], [183031.68920000002, 669927.4801], [183037.48359999998, 669921.7651], [183045.10359999997, 669913.9069], [183052.2474, 669906.4457], [183065.10619999998, 669892.6344], [183074.7106, 669882.1569], [183102.3331, 669851.2799], [183110.985, 669840.6436], [183131.78129999997, 669817.6248], [183150.5932, 669797.2254], [183156.5463, 669790.8754], [183159.72139999998, 669785.1604], [183160.83260000002, 669780.1598], [183160.98100000003, 669775.967]]"
441,3.5,פארק גני יהושוע (רוקח),דו סטרי,2024.0,325.97,מדרכה,1717545600000.0,10/08/2025 00:26:47,325.9661215666908,"[[182068.09379999997, 667711.4441], [182108.35110000003, 667724.5142], [182143.5687, 667715.8759], [182160.18079999997, 667714.547], [182174.135, 667718.5339], [182184.10230000003, 667724.5142], [182218.6554, 667757.7384], [182250.55070000002, 667786.3113], [182265.1693, 667801.5944], [182275.80109999998, 667806.9103], [182287.76179999998, 667809.5682], [182300.387, 667810.8972], [182316.3346, 667812.8906], [182328.9598, 667820.1999], [182338.92700000003, 667828.8382], [182343.3468, 667839.9812]]"
442,,שביל המוביל למרכז יצחק רבין,,2014.0,197.41,,,10/08/2025 00:26:47,197.4075868762807,"[[181214.7159, 667657.4155], [181171.6052, 667681.2491], [181169.7662, 667681.6759], [181167.0674, 667681.8346], [181165.0037, 667682.1521], [181163.2574, 667684.2159], [181163.49550000002, 667686.9146], [181165.0037, 667689.2959], [181167.94050000003, 667689.6927], [181169.1312, 667690.0102], [181172.46490000002, 667694.9315], [181174.13179999997, 667698.0271], [181175.6399, 667703.7421], [181175.79869999998, 667706.5203], [181173.89370000002, 667714.7753], [181171.1155, 667718.6647], [181159.28860000003, 667734.6191], [181146.50919999997, 667755.336], [181140.95299999998, 667766.6073], [181134.12670000002, 667783.9904], [181132.2217, 667791.8486], [181131.5073, 667796.1348], [181131.428, 667799.7861], [181133.968, 667805.3424]]"
443,,,,,2112.94,,,10/08/2025 00:26:47,2112.935309266785,"[[181626.1849, 667410.4401], [181584.51289999997, 667427.1089], [181490.718, 667457.6683], [181486.74920000002, 667457.9329], [181467.07, 667460.311], [181471.00650000002, 667455.9485], [181489.7919, 667448.5402], [181488.0721, 667421.8172], [181486.2205, 667414.7279], [181482.7804, 667412.9536], [181471.9325, 667412.8213], [181446.66470000002, 667413.0859], [181436.6106, 667417.7161], [181425.36570000002, 667423.9339], [181416.5022, 667430.5485], [181401.42090000003, 667440.4704], [181386.075, 667452.6412], [181401.55320000002, 667439.2797], [181404.46360000002, 667437.6922], [181399.03960000002, 667438.7506], [181386.2073, 667442.587], [181359.8812, 667450.1277], [181347.3135, 667452.9058], [181338.05310000002, 667452.112], [181325.8822, 667449.0693], [181311.59470000002, 667444.4391], [181292.80920000002, 667440.7349], [181258.41330000001, 667434.9141], [181240.5539, 667430.5485], [181230.3674, 667426.3151], [181221.3716, 667419.4359], [181210.6559, 667412.1599], [181201.79239999998, 667408.9849], [181193.59029999998, 667405.8099], [181170.30690000003, 667392.0515], [181132.33909999998, 667366.7837], [181124.53389999998, 667363.741], [181113.1568, 667359.9046], [181106.54220000003, 667356.9941], [181098.73700000002, 667351.1733], [181056.9327, 667321.0107], [181046.2171, 667314.3961], [181036.2952, 667312.9409], [181028.2254, 667310.692], [181018.70030000003, 667307.1201], [181013.01179999998, 667302.6222], [181002.42839999998, 667296.9336], [180993.6972, 667288.9961], [180985.0982, 667279.6034], [180977.9544, 667273.3856], [180966.445, 667269.5492], [180948.98249999998, 667267.8294], [180936.54710000003, 667265.3158], [180926.3606, 667261.2148], [180911.5439, 667253.5419], [180903.2095, 667250.3668], [180894.4782, 667249.3085], [180883.8949, 667249.0439], [180874.1053, 667247.1918], [180865.10940000002, 667243.3554], [180850.68959999998, 667233.5658], [180837.32809999998, 667228.2741], [180827.14159999997, 667224.4376], [180804.1228, 667218.8814], [180782.8238, 667213.9866], [180772.7696, 667212.3991], [180759.2759, 667214.1189], [180750.01539999997, 667215.3095], [180714.6935, 667216.6324], [180709.5341, 667216.7647], [180667.33299999998, 667209.8855], [180660.32150000002, 667206.7105], [180652.64860000001, 667200.4928], [180646.96000000002, 667190.4386], [180643.38809999998, 667183.0303], [180642.1975, 667177.8709], [180637.0381, 667175.6219], [180605.4204, 667168.4781], [180589.413, 667163.1865], [180573.0088, 667160.0115], [180540.99420000002, 667151.9416], [180510.56699999998, 667143.7395], [180482.918, 667139.3739], [180474.5836, 667136.8604], [180463.07419999997, 667135.0083], [180437.14500000002, 667128.1291], [180426.42940000002, 667126.1447], [180324.3, 667107.8884], [180263.71029999998, 667097.8342], [180217.4081, 667086.5894], [180159.1997, 667075.6092], [180108.2673, 667068.3331], [180047.0161, 667060.9248], [180008.91600000003, 667056.5592], [179975.7108, 667052.855], [179948.19400000002, 667050.8706], [179913.9304, 667051.1352], [179897.26160000003, 667050.0769], [179872.78759999998, 667045.5789], [179855.19280000002, 667041.6102], [179814.57919999998, 667038.832], [179794.6031, 667036.3185], [179767.35100000002, 667031.1591], [179751.08399999997, 667028.13]]"
444,,,,,44.95,,,10/08/2025 00:26:47,44.95436104624415,"[[180827.14159999997, 667224.4376], [180826.3479, 667215.3095], [180822.51140000002, 667204.197], [180817.08740000002, 667180.7813]]"
445,,,,,112.12,,,10/08/2025 00:26:47,112.1173610497724,"[[179730.06809999997, 666124.1338], [179725.4476, 666128.4563], [179722.0194, 666130.2449], [179635.12329999998, 666150.0685], [179625.28600000002, 666146.4913], [179624.3393, 666148.6174]]"
446,,,,,71.58,,,10/08/2025 00:26:47,71.58122031752029,"[[179812.564, 664810.53], [179819.05599999998, 664773.504], [179785.44, 664768.473]]"
447,2.5,אלנבי מקינג ג'ורג' עד פנסקר,דו סטרי,2024.0,342.09,כביש,1722816000000.0,10/08/2025 00:26:47,342.08501292595406,"[[178325.538, 664468.0661], [178386.2865, 664363.9259], [178433.0649, 664278.8357], [178448.51659999997, 664232.6923], [178478.5734, 664163.4771], [178478.78499999997, 664163.6888]]"
