oid_shvil,width,shem_mikta,direction,bitzua,ms_orech,miflas,date_created,date_import,Shape_Length,geometry
409,,שי עגנון מנמיר עד לוי אשכול,דוד סטרי,2013.0,304.37,,,20/08/2025 01:08:49,304.3650089805262,"[[34.792334192494295, 32.10349020049552], [34.792289864932656, 32.103453486207414], [34.79223839163697, 32.10343041339252], [34.792166773785034, 32.103398685497375], [34.792117495138946, 32.103386117450206], [34.79201191177123, 32.10337015121445], [34.791774326810476, 32.103340826049084], [34.791030495529064, 32.103249012175894], [34.79069389476432, 32.10320746365532], [34.79020552710805, 32.10314717854537], [34.789510043973884, 32.10306132404694], [34.78928346103593, 32.10303335226928], [34.78921762610091, 32.10303951210218], [34.78917580022355, 32.103037699478726]]"
410,,,,,74.3,,,20/08/2025 01:08:49,74.29713007779408,"[[34.79230156266713, 32.103444429770185], [34.7923517689136, 32.103401195629885], [34.792441710665216, 32.10334708804], [34.792475155935634, 32.10315054555176], [34.79252697346982, 32.102836766761556]]"
411,,,,,28.71,,,20/08/2025 01:08:49,28.70910820045869,"[[34.79256318570278, 32.10301249263958], [34.792865968452006, 32.10300202410574], [34.7928670893222, 32.10300202774753]]"
412,,,,,5.46,,,20/08/2025 01:08:49,5.463549469909917,"[[34.79296655764358, 32.103073930045305], [34.79292635190521, 32.103038486453926]]"
413,,,,,19.64,,,20/08/2025 01:08:49,19.64269913177452,"[[34.79290098279469, 32.10294487363881], [34.79290686314126, 32.102883812162645], [34.792912589423835, 32.102857108180935], [34.79293428168125, 32.10277032867106]]"
414,,,,,29.65,,,20/08/2025 01:08:49,29.65227435039047,"[[34.792927986553494, 32.10267391465239], [34.792794642429136, 32.10265534831607], [34.79276774601338, 32.10265239774326], [34.79261741666033, 32.10267099718271]]"
415,,,,,7.41,,,20/08/2025 01:08:49,7.409088295409785,"[[34.79254788786426, 32.102673634289346], [34.79249203750922, 32.10262668702344]]"
416,2.5,אבן גבירול החדש/2040 מפרופס עד יוניצ'מן גדה מזרחית,חד סטרי,2023.0,2210.57,כביש,1701388800000.0,20/08/2025 01:08:49,2210.570040635649,"[[34.7889941781496, 32.12380862590453], [34.78904117643501, 32.12383168533827], [34.789063519877935, 32.12385084664152], [34.78903189299166, 32.12390037063376], [34.789022635473714, 32.12396332970047], [34.78909125112698, 32.124165885685834], [34.78919547834375, 32.124429637872716], [34.78950324394111, 32.12531631778762], [34.789844660592976, 32.126203107948285], [34.79021276842489, 32.12714152030495], [34.79054313009933, 32.12799582254413], [34.79097988307179, 32.12913487854776], [34.791392385632484, 32.13018223286783], [34.79180253373201, 32.13125630050968], [34.792006567401856, 32.13177615102375], [34.79203998281916, 32.131827796624904], [34.79206684911991, 32.13183933674322], [34.792144474890165, 32.13203619302446], [34.792123822060205, 32.13207694486297], [34.79218398476658, 32.13222910791453], [34.79223755457756, 32.132288454458994], [34.79227525996532, 32.1323840153396], [34.79230178320951, 32.13247190533567], [34.7923194107009, 32.132542587452576], [34.79264844199156, 32.1332021849652], [34.79275080593846, 32.13338575962324], [34.792819788070894, 32.13351005445454], [34.79312485372906, 32.13401305255231], [34.7933409298374, 32.13435160721247], [34.79376406329306, 32.13504013784807], [34.794414578796406, 32.13605007843093], [34.794917726849555, 32.13690874513725], [34.79506019714148, 32.137155436918455], [34.79559011509068, 32.13805045430406], [34.79593710152648, 32.13871773536671], [34.79597517063436, 32.13873312893947], [34.796024531507065, 32.138731379123975], [34.79611552193981, 32.138953090215736], [34.79607506551322, 32.138970138625105], [34.79607037509484, 32.13901593390361], [34.79608574600859, 32.13909042539838], [34.79615668296779, 32.139281531192175], [34.79622532551499, 32.13948408214484], [34.79631592510018, 32.139793595386344], [34.796509142944664, 32.14073715128922], [34.796704727306974, 32.14165399107004], [34.7967754966037, 32.14188327094026], [34.79685751793265, 32.14210495252947], [34.796897636058794, 32.14216425374267], [34.79696473453524, 32.14221028012779], [34.79704083499411, 32.14226197337232]]"
417,,,,,17.05,,,20/08/2025 01:08:49,17.049865140161298,"[[34.788604776100335, 32.12416632079661], [34.78855754989532, 32.12419841160157], [34.78848555896226, 32.12424589470982], [34.78846327434627, 32.124261893956266]]"
418,,שניצר,,,271.48,,,20/08/2025 01:08:49,271.4842065430776,"[[34.7934623651325, 32.12877369836657], [34.79340386181753, 32.12848046299365], [34.793341629760185, 32.128168536884154], [34.79326029670422, 32.12776087062754], [34.7931716742032, 32.12731665757961], [34.79320414117242, 32.12727381750163], [34.793248276874195, 32.12720872057117], [34.79320625323648, 32.12712093276477], [34.793180282905155, 32.12708781707273], [34.79311776933991, 32.12703603303271], [34.79309167452923, 32.12694540221143], [34.79304734288457, 32.126718780329945], [34.79300971095056, 32.12652640189418], [34.79300581630651, 32.1264747261879], [34.792980805358056, 32.12642930966577], [34.79297495785006, 32.12641868932312], [34.79297534998484, 32.126415137578945]]"
419,,,,,55.73,,,20/08/2025 01:08:49,55.7272267029802,"[[34.79299988921604, 32.126434842783965], [34.79256581323599, 32.12649212402661], [34.79241632132172, 32.12651185110674]]"
420,,קדושי השואה,,,554.13,,,20/08/2025 01:08:49,554.1346892296547,"[[34.79239817079256, 32.128282331135395], [34.79232441520355, 32.1279028335511], [34.79224126994905, 32.12747502487758], [34.79223125619764, 32.127423499673775], [34.79219942623208, 32.12738252732766], [34.79217291418293, 32.127325480905164], [34.79218949002489, 32.127219011071304], [34.792131100917345, 32.126911860951765], [34.792055614490444, 32.12651477006425], [34.79195823094428, 32.12600248006517], [34.791874723176086, 32.12556318567345], [34.791808846191046, 32.12524425892353], [34.7917758554686, 32.12520570035518], [34.791755041931104, 32.12515791385724], [34.79176412131436, 32.12509247140877], [34.79176557278692, 32.12503155268556], [34.791760326539396, 32.124947659991896], [34.79171688110662, 32.12473414607356], [34.79167458717931, 32.12465659838935], [34.79167833530679, 32.12462928752893], [34.79168285816048, 32.124566641081095], [34.791604297365495, 32.12415348716249], [34.79152145154123, 32.123795957322095], [34.791502313920844, 32.12363753845341], [34.79138358447961, 32.12345497599787], [34.7913979396043, 32.12340163464197]]"
421,,,,,9.41,,,20/08/2025 01:08:49,9.41232662259731,"[[34.791710530657156, 32.13185316691896], [34.79180213280901, 32.13181957116816]]"
422,,,,,7.8,,,20/08/2025 01:08:49,7.802744107657597,"[[34.79192527165098, 32.13178902061383], [34.792006567401856, 32.13177615102375]]"
423,,,,,6.92,,,20/08/2025 01:08:49,6.9183421344977605,"[[34.7918443092092, 32.132163920029235], [34.79191342608677, 32.13214310400186]]"
424,,,,,7.65,,,20/08/2025 01:08:49,7.65289892396511,"[[34.79204785989986, 32.132101123993976], [34.792123822060205, 32.13207694486297]]"
425,2.5,אבן גבירול החדש/2040 מפרופס עד יוניצמן גדה מערבית,חד סטרי,2023.0,2168.04,כביש,1701388800000.0,20/08/2025 01:08:49,2168.036589328792,"[[34.796491598838, 32.14206665211065], [34.79638985530529, 32.14173992427488], [34.79635702035787, 32.141556576871416], [34.79627564682401, 32.141189830491975], [34.79609992625003, 32.14034749597971], [34.796053793819766, 32.140127838702796], [34.79594145861362, 32.139661735981285], [34.79583093419918, 32.13929298699088], [34.79554911194266, 32.1386011019045], [34.79550889403072, 32.13856470512559], [34.79540978682547, 32.138391719385936], [34.79540446046964, 32.138345787159], [34.795357720466036, 32.13825690461399], [34.79509722995353, 32.137813228322514], [34.79475255752452, 32.13721200056108], [34.79436090441886, 32.13654867008233], [34.79392498363229, 32.13583289969398], [34.793872418653585, 32.13576193950707], [34.793522300951615, 32.13521028852815], [34.79314143033629, 32.1346020617678], [34.79277221994485, 32.13402107214009], [34.792383230880894, 32.13334982818454], [34.79201646565621, 32.13260134935975], [34.79148901207015, 32.13129832483856], [34.791134800630864, 32.130380958177255], [34.79086547804986, 32.129667151663654], [34.79039646637719, 32.12846881861776], [34.7901103763467, 32.12774493492042], [34.78981098900333, 32.12698664821416], [34.78954174366443, 32.12625995511147], [34.789219034685566, 32.12545291771712], [34.78891466560936, 32.12468316063619], [34.78860510721212, 32.12394631156002], [34.78855251030625, 32.12381538502313]]"
426,2.5,2434,,2023.0,49.92,,,20/08/2025 01:08:49,49.91530299225719,"[[34.792724590902694, 32.13304291488172], [34.79275478903917, 32.13303027633186], [34.792877538671235, 32.13298473600803], [34.79316357821598, 32.13287861514315], [34.79321271993307, 32.132874469664465]]"
427,2.5,רחוב 2434 סביב תיכונט,,2014.0,169.04,,,20/08/2025 01:08:49,169.03747152573257,"[[34.792718487232484, 32.133315769259475], [34.79331282654455, 32.133091770350646], [34.793446109702685, 32.13309103076365], [34.79360371429079, 32.133044329560406]]"
428,1.5,הגדוד העברי מללוינסקי עד צ'לנוב,,2016.0,172.22,,,20/08/2025 01:08:49,172.21656563152698,"[[34.77990077326469, 32.056912096945695], [34.77964248354802, 32.057567825340776], [34.779561494785256, 32.05773299639333], [34.77931607732583, 32.058093651771145], [34.77924987077472, 32.0581927249571], [34.77913728227094, 32.058310097643286]]"
429,2.5,נמיר מרוקח עד חיים לבנון,דו סטרי,2023.0,268.59,כביש,1698796800000.0,20/08/2025 01:08:49,268.5915504835449,"[[34.79360875442695, 32.100249982106185], [34.79355541378996, 32.10029719791223], [34.793387192174215, 32.10090926719401], [34.79317099302732, 32.101856444192734], [34.79305827589314, 32.102533282480806], [34.793100706601045, 32.10260411117329]]"
430,,,,,24.93,,,20/08/2025 01:08:49,24.92737383298973,"[[34.773094453375336, 32.08740243106461], [34.77284014743776, 32.087462913564075]]"
431,2.5,גשר רדינג ווקוף,דו סטרי,2022.0,155.53,כביש,,20/08/2025 01:08:49,155.5348138325989,"[[34.77631516980799, 32.10169775236975], [34.77627799640954, 32.10173484786339], [34.77629470764456, 32.10175780965918], [34.77634832520749, 32.1018009383297], [34.77704761482465, 32.10223850145696], [34.77753846158681, 32.10255682524398]]"
432,,,,,237.22,,,20/08/2025 01:08:49,237.22091690533017,"[[34.77363641561293, 32.0926188387699], [34.77450566729107, 32.092535896488194], [34.77482467669662, 32.09250165209824], [34.775676340048555, 32.09242652914188], [34.77613341326715, 32.09237916321731]]"
433,3.5,יריד המזרח מרוטלוי דוד עד ככר הנמל,,2012.0,276.68,,,20/08/2025 01:08:49,276.67645867234955,"[[34.77725991975283, 32.09921749753251], [34.77648126554393, 32.0999149245929], [34.77641321073859, 32.09997691417167], [34.77647686195891, 32.1000386832103], [34.77651391046664, 32.10009933522242], [34.776531446094644, 32.1001508421488], [34.77653276522864, 32.100249202404996], [34.776509325200635, 32.10032024153382], [34.77647890043204, 32.10036402047309], [34.77643781074059, 32.10040776337195], [34.776332641629295, 32.10046944804348], [34.776243668983724, 32.10048881794802], [34.7761494762859, 32.10048395994217], [34.77606779677651, 32.100464013145086], [34.776009255132074, 32.100438090873745], [34.775951161017204, 32.100397780319476], [34.77563371781493, 32.10068692554968], [34.775560311208984, 32.10077693571294]]"
434,2.5,פרופס מנמיר עד לוי אשכול,דו סטרי,2024.0,230.24,כביש,1709251200000.0,20/08/2025 01:08:49,230.2446873027322,"[[34.794133784593456, 32.12250040280352], [34.79409093790935, 32.12252105454938], [34.79351168280273, 32.12264262288545], [34.7924067868271, 32.12284694201113], [34.791843019284286, 32.12291917421354], [34.791749870950966, 32.12292017014539]]"
435,3.0,תל גיבורים,דו סטרי,2024.0,364.89,כביש,1709251200000.0,20/08/2025 01:08:49,364.89359700242886,"[[34.76907653856021, 32.03599116504687], [34.769093570364824, 32.03594350334057], [34.76910219861206, 32.03589581278379], [34.769108083168824, 32.03583618298876], [34.76911427142307, 32.035712132852034], [34.76912096378838, 32.03565942528499], [34.76912535179112, 32.03562007077178], [34.76915986099884, 32.03543050248032], [34.76917203505757, 32.03534377374211], [34.76913891983938, 32.03523867604006], [34.769118915296, 32.03520424905838], [34.76918850641134, 32.03517776418715], [34.76919980929277, 32.03515680653202], [34.76923195734787, 32.034992759863634], [34.76922752924558, 32.03498129189543], [34.76925233199375, 32.03494892779075], [34.76925262085912, 32.03488784672959]]"
436,2.5,הלוחמים מתל גיבורים,דו סטרי,2024.0,120.4,כביש,1709251200000.0,20/08/2025 01:08:49,120.39937939870698,"[[34.76925262085912, 32.03488784672959], [34.769228007700164, 32.034880127684765], [34.76907996283606, 32.034912068760796], [34.76900373987659, 32.03491944255005], [34.768887219022176, 32.034919042415986], [34.768418199146694, 32.035064407645514], [34.768218216865336, 32.03518015671904], [34.768070062557655, 32.03523500267675]]"
437,1.1,הגדוד העברי מצ'לנוב עד הר ציון,חד סטרי,,172.76,כביש,,20/08/2025 01:08:49,172.76425415148748,"[[34.77606770777952, 32.059862973681106], [34.77645513400841, 32.05969257699296], [34.776775213855714, 32.059551492758494], [34.77694031277492, 32.059480659434556], [34.777265400987574, 32.05935005340751], [34.77759847471722, 32.059211472746235], [34.77770347511227, 32.05916566903143]]"
438,2.6,יובל נאמן מלוי אשכול עד אייזיק שטרן ,דו סטרי,2024.0,258.48,כביש,1711929600000.0,20/08/2025 01:08:49,258.47928915508163,"[[34.78891101368896, 32.110522956021036], [34.78885284306372, 32.110502024147706], [34.78877361434451, 32.110472451689674], [34.78872427024382, 32.11045699549575], [34.788674861570655, 32.11045555909682], [34.788358710495274, 32.11049912762012], [34.788331699831375, 32.11051178378878], [34.78826255412552, 32.11057018244189], [34.78821148642823, 32.110604425780686], [34.78810939246432, 32.110663990287385], [34.787958625285924, 32.11058127993205], [34.78793146931473, 32.11057784772254]]"
439,2.6,יהודה עמיחי מיובל נאמן עד אייזיק שטרן,דו סטרי,2024.0,304.4,כביש,1711929600000.0,20/08/2025 01:08:49,304.4011935370132,"[[34.7878901671152, 32.11040532699315], [34.78785766227675, 32.11034178594153], [34.78682725953053, 32.10968957763121], [34.78678103752167, 32.10968226686568], [34.78674316171602, 32.10968930032083], [34.786692637850386, 32.10970344950409], [34.786667407972786, 32.10970336628824], [34.78664644843616, 32.10968898134231], [34.78652258115245, 32.109616944042905], [34.78650047581364, 32.10953335423825], [34.78642111531944, 32.10945305636453], [34.786345740497495, 32.109395390128725], [34.785807379676726, 32.1090603524261], [34.785604126423955, 32.108963627918605], [34.785553882608234, 32.10895500844654], [34.78550929125963, 32.1089591552608], [34.78545539718816, 32.10897472483818], [34.78540561996414, 32.10900963413286], [34.78536584283121, 32.10906461863094]]"
440,2.5,חנה רובינא גדה מערבית,דו סטרי,2024.0,250.12,כביש,1724976000000.0,20/08/2025 01:08:49,250.11772092413565,"[[34.817996803997744, 32.12223573862683], [34.818068298357936, 32.12227095678955], [34.8181386563175, 32.12228591559283], [34.81818413034149, 32.12227317052942], [34.81824058001575, 32.12225043740692], [34.81829282798985, 32.12222697543094], [34.81835520720555, 32.12219423882171], [34.818399043626414, 32.122170752057585], [34.818457227119744, 32.122135855461124], [34.818518844225345, 32.12208450634804], [34.818599887483266, 32.1220138893778], [34.81867586952475, 32.1219468370158], [34.81881265094727, 32.12182270563151], [34.81891482060451, 32.121728532378356], [34.819208690140854, 32.121450983066964], [34.81930077192825, 32.121355346772965], [34.81952200883011, 32.12114843972808], [34.81972211826665, 32.12096508941646], [34.81978543953189, 32.12090801852305], [34.8198193000926, 32.120856584447324], [34.81983126383964, 32.120811526201834], [34.81983299488773, 32.120773721484156]]"
441,3.5,פארק גני יהושוע (רוקח),דו סטרי,2024.0,325.97,מדרכה,1717545600000.0,20/08/2025 01:08:49,325.9661215666908,"[[34.808332803314904, 32.10212073088564], [34.80875878727768, 32.10223992646087], [34.809132224007655, 32.10216319342479], [34.80930826685831, 32.10215175883639], [34.809455945158845, 32.10218817268118], [34.80956130834919, 32.102242430648644], [34.809926081952675, 32.102543178245654], [34.81026288071783, 32.1028018929929], [34.810417161938986, 32.10294019376146], [34.81052959216447, 32.102988481442964], [34.81065620406724, 32.10301284365253], [34.810789907326196, 32.1030252439452], [34.81095878331873, 32.10304374481976], [34.81109225553747, 32.103110073555236], [34.81119751700277, 32.10318829930642], [34.811243911112584, 32.10328892928065]]"
442,,שביל המוביל למרכז יצחק רבין,,2014.0,197.41,,,20/08/2025 01:08:49,197.4075868762807,"[[34.799294142815576, 32.10160492327145], [34.79883647469184, 32.10181838656003], [34.79881697511894, 32.10182217294192], [34.7987883774154, 32.1018235125006], [34.798766501699774, 32.101826305614516], [34.79874791894612, 32.101844857143824], [34.79875033383526, 32.10186920135206], [34.798766216963365, 32.101890726426326], [34.79879731394832, 32.10189440429219], [34.79880991570904, 32.1018973078126], [34.798845037200955, 32.10194179982001], [34.79886257318751, 32.10196977162511], [34.79887832246171, 32.102021359065866], [34.79887989410696, 32.10204641749057], [34.798859383328164, 32.102120794179875], [34.79882979568113, 32.10215577347307], [34.798703863757034, 32.10229924457414], [34.79856765056196, 32.10248563011418], [34.798508337608986, 32.1025870829501], [34.79843532501107, 32.102743607140994], [34.798414829540434, 32.10281440551399], [34.79840709003188, 32.10285303301263], [34.79840610424187, 32.10288595672616], [34.79843279193348, 32.102936148142625]]"
443,,,,,2112.94,,,20/08/2025 01:08:49,2112.935309266785,"[[34.80366300594069, 32.09939163228497], [34.803220882692486, 32.099540549636465], [34.802226026098644, 32.09981297513057], [34.80218397064923, 32.09981522772133], [34.801975397527166, 32.09983601061869], [34.80201727281963, 32.09979680325516], [34.80221657580856, 32.09973062923763], [34.80219941248482, 32.09948959058022], [34.80218007708506, 32.09942559889801], [34.80214370335523, 32.09940948301104], [34.80202878773683, 32.099407924965114], [34.8017610944095, 32.099409460464486], [34.80165439973251, 32.09945087574862], [34.80153502697168, 32.09950656736828], [34.80144086655252, 32.09956591736742], [34.80128070453068, 32.09965488201727], [34.80111764995191, 32.09976411750695], [34.80128215325884, 32.09964414906747], [34.801313048500006, 32.09962993154125], [34.80125554549055, 32.099639293039246], [34.801119449902444, 32.09967345591838], [34.80084025581933, 32.099740567666494], [34.80070700504648, 32.09976519556802], [34.80060893303872, 32.099757724600536], [34.800480116836546, 32.09972987527014], [34.80032894076411, 32.09968763863871], [34.800130076876314, 32.09965360017136], [34.79976592297288, 32.099599946301446], [34.79957689676357, 32.099559973983396], [34.799469150960434, 32.099521453404954], [34.79937412462037, 32.099459113966574], [34.799260893878774, 32.09939313794843], [34.79916712189518, 32.09936420630425], [34.79908035672475, 32.09933529701158], [34.79883424478601, 32.099210438004924], [34.798433029113305, 32.09898129142192], [34.79835046393214, 32.098953588153215], [34.79823009057739, 32.098918606132436], [34.79816013317973, 32.09889213532686], [34.798077679066985, 32.09883937973433], [34.79763601967011, 32.09856596029596], [34.7975227659102, 32.09850594706189], [34.79741771423276, 32.09849248680115], [34.79733231495888, 32.098471932138004], [34.79723155161227, 32.098439397410196], [34.797171469220075, 32.09839864285828], [34.79705957940286, 32.09834698412972], [34.79696740138194, 32.098275108451716], [34.79687668225408, 32.09819011461712], [34.79680125207249, 32.09813380070309], [34.796679478853314, 32.09809881270805], [34.796494555721615, 32.09808270845054], [34.796362919924235, 32.098059617211064], [34.79625517194617, 32.09802228786205], [34.79609851656829, 32.09795258991108], [34.79601035218127, 32.09792367310862], [34.79591789827988, 32.097913831408356], [34.79580579309492, 32.097911083726544], [34.795702159841966, 32.09789404743493], [34.795607014500696, 32.09785914432113], [34.79545464955857, 32.0977703713279], [34.7953133153725, 32.09772219518639], [34.79520555759283, 32.09768725013767], [34.7949619285407, 32.0976363578948], [34.79473649204085, 32.09759148843013], [34.79463004563461, 32.097576828289895], [34.794487029349604, 32.09759187447718], [34.794388879229615, 32.09760229348349], [34.794014639294204, 32.0976130113206], [34.79395997725858, 32.097614027280784], [34.79351319273039, 32.09755054321506], [34.79343904383847, 32.09752167098984], [34.79335801125744, 32.09746533775871], [34.793298154588356, 32.09737447620212], [34.79326061458854, 32.09730754739274], [34.793248210275976, 32.09726098041223], [34.7931936446456, 32.097240522138186], [34.7928589891151, 32.09717501359068], [34.79268962773895, 32.0971267443718], [34.792515977374606, 32.0970975481724], [34.79217715579489, 32.097023672845864], [34.79185515630781, 32.096948659240816], [34.791562432692515, 32.0969083372324], [34.791474243931255, 32.09688538341311], [34.79135239393243, 32.096868284186534], [34.79107799161074, 32.09680535352087], [34.790964556303116, 32.09678708831553], [34.78988339037319, 32.09661892238605], [34.78924194375738, 32.09652615445775], [34.788751901328865, 32.09642314350954], [34.788135721362316, 32.09632210235938], [34.787596469032415, 32.09625471438783], [34.78694791133499, 32.09618577180148], [34.78654447937295, 32.09614507333415], [34.78619287439625, 32.09611050910338], [34.78590145864239, 32.0960916516621], [34.785538478742524, 32.09609283809032], [34.785361942563085, 32.09608271064616], [34.78510286430202, 32.09604129106191], [34.78491663870487, 32.09600488536803], [34.78448651648774, 32.095978406905516], [34.78427500512674, 32.09595503922698], [34.78398652551652, 32.095907555441855], [34.78381432774799, 32.09587966785879]]"
444,,,,,44.95,,,20/08/2025 01:08:49,44.95436104624415,"[[34.79520555759283, 32.09768725013767], [34.795197516399526, 32.09760490827787], [34.79515732077711, 32.09750456750713], [34.79510080263653, 32.09729322550277]]"
445,,,,,112.12,,,20/08/2025 01:08:49,112.1173610497724,"[[34.783629060914826, 32.08772694355623], [34.78357993981092, 32.087765760121684], [34.78354355279623, 32.08778176860519], [34.782622287647015, 32.087957471457166], [34.782518234393606, 32.0879248663098], [34.78250811839984, 32.08794400550126]]"
446,,,,,71.58,,,20/08/2025 01:08:49,71.58122031752029,"[[34.78455704845287, 32.075884110844825], [34.784627331524625, 32.07555044762541], [34.784271510002114, 32.07550389946864]]"
447,2.5,אלנבי מקינג ג'ורג' עד פנסקר,דו סטרי,2024.0,342.09,כביש,1722816000000.0,20/08/2025 01:08:49,342.08501292595406,"[[34.76882247529066, 32.072742705843325], [34.76947029073815, 32.071805807226234], [34.76996933035603, 32.07104018578591], [34.77013493849586, 32.07062463772521], [34.770456201864754, 32.070001563733165], [34.77045843377755, 32.07000348046107]]"
448,2.5,פנחס לבון בית הבאר,,2024.0,164.03,כביש,1722211200000.0,20/08/2025 01:08:49,164.03091826607007,"[[34.77192726015317, 32.04442633062103], [34.77199980345206, 32.044463476666856], [34.77207088050312, 32.04448348633127], [34.77213895063346, 32.044485035944305], [34.77227968804681, 32.04449737606016], [34.77233983516632, 32.04453843311746], [34.77239059507825, 32.04460186137624], [34.77243316699405, 32.04476146216778], [34.7724544256886, 32.04484719219638], [34.772485103694606, 32.04490396260367], [34.77266073362642, 32.0450640165293]]"
449,2.5,קרליבך מהארבעה עד לסקוב,דו סטרי,2024.0,97.47,כביש,1721433600000.0,20/08/2025 01:08:49,97.47262067857304,"[[34.7827475042905, 32.070362780242114], [34.782663454829404, 32.07033859324704], [34.7826387066087, 32.07035775866631], [34.78262192969248, 32.070431196810866], [34.78262789359993, 32.07047496333308], [34.78261747414786, 32.07050642543078], [34.78259889058409, 32.070525612260276], [34.78252070424069, 32.07054635015619], [34.782504259948965, 32.07058745124635], [34.78247712325016, 32.07063894682444], [34.78237584112766, 32.07076634885518], [34.7821591251667, 32.070970360061054]]"
450,,,,,20.31,,,20/08/2025 01:08:49,20.312146240631265,"[[34.78395510688558, 32.0877399512132], [34.78374322195457, 32.08777177621078]]"
451,,,,,16.93,,,20/08/2025 01:08:49,16.92508263411499,"[[34.78375397136226, 32.0879500508713], [34.78370945095315, 32.08780220487537]]"
452,,,,,6.34,,,20/08/2025 01:08:49,6.33588358561951,"[[34.78367822739623, 32.08776583405136], [34.783629060914826, 32.08772694355623]]"
453,2.5,ארלוזורוב מאדם הכהן עד מאנגר,דו סטרי,2024.0,64.19,כביש,1722470400000.0,20/08/2025 01:08:49,64.19029085779952,"[[34.77779809386566, 32.086160685697536], [34.77714330642896, 32.08631663363175]]"
454,,,,,27.71,,,20/08/2025 01:08:49,27.714970211803685,"[[34.79449967340107, 32.08279795210369], [34.794786479261, 32.082744662348034]]"
455,,,,,26.03,,,20/08/2025 01:08:49,26.02887215420234,"[[34.794421622029006, 32.08245070883817], [34.79469246389523, 32.082406855339634]]"
456,2.5,שביל הטיילת הצפונית,דו סטרי,2024.0,1223.99,כביש,1720656000000.0,20/08/2025 01:08:49,1223.9859505768202,"[[34.776993374380844, 32.1075003229803], [34.77703273886354, 32.10752712334913], [34.77704234200767, 32.10770433901538], [34.77707390539084, 32.107890640292155], [34.777157945119974, 32.108118491498985], [34.77732313131461, 32.1083190244478], [34.77750466427086, 32.10848857831652], [34.777746589508524, 32.10874108390341], [34.77783116295474, 32.10885170104115], [34.77792351042256, 32.10903475387065], [34.77800770929449, 32.10922812354832], [34.778063097033744, 32.10952139399375], [34.7781030620572, 32.109642208726285], [34.77813902265852, 32.10975266561457], [34.7783034963335, 32.110111807653716], [34.77846021187542, 32.11039506539923], [34.77868971049755, 32.11070959526322], [34.778842813903985, 32.11089629370723], [34.778943408263004, 32.1110483395139], [34.77899557465089, 32.11115884968288], [34.77904355098235, 32.1113003788065], [34.77913595017877, 32.11147308653083], [34.77932492480446, 32.111790930253086], [34.77952575962519, 32.11217432618261], [34.77969448089827, 32.11249210228401], [34.779838879503195, 32.11281324773334], [34.779906850377444, 32.11301345940186], [34.77995476523735, 32.11316878070939], [34.77999842860789, 32.113368912652014], [34.780058436148494, 32.11353806539862], [34.780234829311226, 32.11395241307511], [34.78030694499933, 32.1141319496922], [34.78040726582066, 32.11434605944986], [34.78076841187927, 32.11511961131994], [34.7809329668213, 32.115464957256684], [34.78099344325322, 32.11553066854737], [34.781073882712924, 32.11566195832061], [34.781101698905886, 32.11578273231347], [34.78112142959937, 32.115900031758976], [34.78108037157064, 32.116020581830654], [34.78102697443156, 32.11618246800687], [34.781030513749684, 32.116296266713796], [34.78105853271661, 32.11637221649752], [34.78113094678071, 32.11648623912082], [34.78123602066924, 32.11654519891193], [34.78136520212157, 32.116649063136066], [34.781490271616484, 32.11676670535139], [34.7815826183075, 32.1169532028746], [34.78163047653991, 32.11712231514324], [34.78162168804157, 32.117276365186605], [34.781613016656564, 32.11740155408256], [34.781507019907814, 32.11751099751328]]"
457,,שביל הטיילת הצפונית מארצי יצחק עד הפארק הירקון,,2017.0,217.16,,,20/08/2025 01:08:49,217.16492448957203,"[[34.781507019907814, 32.11751099751328], [34.78150043565677, 32.1176015099288], [34.78151337934463, 32.117803615444906], [34.78156038591036, 32.11797434447526], [34.7816413163911, 32.118143875555354], [34.781730131109825, 32.11827538130803], [34.781845227830246, 32.118391229589996], [34.78194114999746, 32.118494196771614], [34.7820220256009, 32.11862389571194], [34.78211166275819, 32.11881679634302], [34.78217607401432, 32.11898341964101], [34.78225788171717, 32.119318707043966]]"
458,,שביל הטיילת הצפונית מארצי יצחק עד הפארק הירקון,,2017.0,499.4,,,20/08/2025 01:08:49,499.3998775021202,"[[34.77729339052222, 32.10333120136038], [34.77724840175773, 32.10342123975028], [34.77719326960274, 32.10352269656451], [34.777158544989675, 32.103575548413254], [34.77710612406261, 32.10363621312563], [34.777038506988916, 32.10370971213085], [34.77694396026953, 32.103787414511984], [34.77685353717667, 32.10388230972003], [34.776758039919685, 32.10398362917004], [34.77671910665169, 32.10403718269857], [34.77665986100514, 32.10411858233225], [34.776600589612976, 32.10420570907758], [34.77652515946617, 32.10433143345702], [34.77647591447298, 32.104432193809004], [34.776430820871894, 32.10454442081869], [34.776378016008536, 32.104687401427555], [34.77633681321721, 32.1048669254202], [34.77632819967241, 32.10491055976567], [34.77629796916459, 32.105081532235715], [34.776289125156715, 32.1051745555782], [34.77628687944207, 32.10529551683116], [34.77629711060896, 32.10544586699389], [34.776316138389454, 32.10556105568764], [34.77633513082137, 32.105684739958846], [34.77636087340547, 32.10580088287864], [34.77645806267176, 32.10609624506614], [34.776566044129396, 32.10637643865609], [34.77667907825364, 32.10659858608678], [34.77680985028368, 32.10681970123801], [34.77691324111685, 32.10701045096951], [34.776956323753524, 32.1071494601782], [34.77698593895955, 32.10729128708355], [34.776993374380844, 32.1075003229803]]"
